               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12287,            0.027568,            0.043434,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.082856,             0.00119,             0.00119
                   1,             0.11197,            0.021375,            0.019248,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.07406,           0.0023753,           0.0023753
                   2,              0.1061,            0.019563,            0.009903,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.065134,            0.003431,            0.003431
                   3,             0.10474,            0.018473,           0.0043521,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.056079,           0.0043571,           0.0043571
                   4,             0.10275,            0.017178,           0.0020686,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.046894,           0.0051537,           0.0051537
                   5,              0.1022,            0.016286,           0.0015292,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.03758,           0.0058206,           0.0058206
                   6,             0.10105,            0.016908,           0.0013562,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.028136,           0.0063579,           0.0063579
                   7,            0.096968,            0.015779,            0.001319,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.018562,           0.0067657,           0.0067657
                   8,            0.094956,            0.017273,           0.0011258,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0088586,           0.0070438,           0.0070438
                   9,             0.09151,            0.015487,           0.0013399,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065986,           0.0065986,           0.0065986
                  10,            0.090154,            0.017149,          0.00090027,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065986,           0.0065986,           0.0065986
                  11,            0.087005,            0.017543,          0.00072999,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060095,           0.0060095,           0.0060095
                  12,            0.084993,            0.016197,           0.0005862,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054205,           0.0054205,           0.0054205
                  13,            0.083496,            0.018383,          0.00059508,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048314,           0.0048314,           0.0048314
                  14,            0.081245,            0.016618,          0.00049622,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042423,           0.0042423,           0.0042423
                  15,            0.078006,            0.016875,          0.00062865,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036533,           0.0036533,           0.0036533
                  16,            0.079258,            0.016927,           0.0004251,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030643,           0.0030643,           0.0030643
                  17,            0.077981,            0.016694,          0.00043177,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024752,           0.0024752,           0.0024752
                  18,            0.075458,            0.016834,           0.0003669,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0018862,           0.0018862,           0.0018862
                  19,            0.075847,            0.017815,          0.00030418,              0.4386,             0.27124,             0.23411,            0.092439,             0.07079,              0.0113,          0.00057145,           0.0012971,           0.0012971,           0.0012971
                   0,             0.12836,            0.028267,             0.04036,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.082104,            0.001239,            0.001239
                   1,             0.11949,            0.022613,             0.02075,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.073455,           0.0024731,           0.0024731
                   2,             0.11116,             0.02218,           0.0097198,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.06467,           0.0035723,           0.0035723
                   3,              0.1092,            0.020213,           0.0050475,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.055751,           0.0045365,           0.0045365
                   4,             0.10671,            0.017683,           0.0028541,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.046697,           0.0053659,           0.0053659
                   5,             0.10693,            0.015761,           0.0023932,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.037508,           0.0060603,           0.0060603
                   6,             0.10491,            0.016509,           0.0011528,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.028184,           0.0066197,           0.0066197
                   7,             0.10402,            0.015684,           0.0010609,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.018725,           0.0070443,           0.0070443
                   8,              0.1016,            0.015828,          0.00080418,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0091309,           0.0073339,           0.0073339
                   9,            0.098379,            0.018433,          0.00090721,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068703,           0.0068703,           0.0068703
                  10,            0.095374,            0.017485,          0.00079522,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068703,           0.0068703,           0.0068703
                  11,            0.091536,            0.017117,           0.0008677,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062569,           0.0062569,           0.0062569
                  12,            0.091859,            0.017647,           0.0005729,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056436,           0.0056436,           0.0056436
                  13,            0.089016,            0.016973,          0.00055002,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050303,           0.0050303,           0.0050303
                  14,            0.087074,            0.019379,           0.0005207,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004417,            0.004417,            0.004417
                  15,            0.085283,            0.018867,          0.00049227,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038037,           0.0038037,           0.0038037
                  16,            0.083654,            0.017596,          0.00053665,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031904,           0.0031904,           0.0031904
                  17,            0.083839,             0.01606,          0.00046108,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0025771,           0.0025771,           0.0025771
                  18,            0.081411,            0.017838,          0.00036486,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0019638,           0.0019638,           0.0019638
                  19,            0.081176,            0.017944,          0.00029483,             0.28259,             0.28157,             0.20246,            0.074969,            0.076345,            0.012931,          0.00055982,           0.0013505,           0.0013505,           0.0013505
                   0,             0.11688,            0.029035,            0.047094,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.078628,            0.000895,            0.000895
                   1,             0.11071,            0.021328,            0.027229,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.070019,           0.0017865,           0.0017865
                   2,             0.10336,            0.018869,            0.014158,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.061312,           0.0025805,           0.0025805
                   3,              0.1004,            0.018467,            0.007106,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.052508,            0.003277,            0.003277
                   4,            0.097889,            0.017191,           0.0036226,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.043606,           0.0038761,           0.0038761
                   5,            0.097572,            0.016316,           0.0027135,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.034607,           0.0043777,           0.0043777
                   6,             0.09618,            0.016555,           0.0017544,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.025511,           0.0047818,           0.0047818
                   7,               0.093,            0.015205,            0.001401,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.016317,           0.0050885,           0.0050885
                   8,            0.092445,            0.016508,            0.001192,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0070251,           0.0052977,           0.0052977
                   9,            0.089564,            0.014646,           0.0013096,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049628,           0.0049628,           0.0049628
                  10,            0.088834,            0.016365,          0.00091001,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049628,           0.0049628,           0.0049628
                  11,            0.086651,             0.01617,          0.00084582,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045197,           0.0045197,           0.0045197
                  12,            0.085114,            0.015231,          0.00059842,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040767,           0.0040767,           0.0040767
                  13,            0.083798,            0.017377,          0.00060528,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036337,           0.0036337,           0.0036337
                  14,            0.082023,            0.015934,          0.00053207,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031907,           0.0031907,           0.0031907
                  15,            0.079598,            0.016205,          0.00053772,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027477,           0.0027477,           0.0027477
                  16,            0.080337,            0.016313,          0.00043058,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023046,           0.0023046,           0.0023046
                  17,            0.078748,            0.015889,          0.00047419,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0018616,           0.0018616,           0.0018616
                  18,            0.077522,            0.016385,          0.00040426,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0014186,           0.0014186,           0.0014186
                  19,            0.078098,            0.017467,          0.00031788,             0.69511,             0.13693,             0.12268,            0.044332,            0.074939,            0.010382,          0.00060028,          0.00097555,          0.00097555,          0.00097555
                   0,             0.11437,            0.028857,             0.04769,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.080596,            0.001198,            0.001198
                   1,             0.10577,            0.022659,            0.020474,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.072085,           0.0023913,           0.0023913
                   2,            0.099082,             0.02039,           0.0096526,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.063444,           0.0034541,           0.0034541
                   3,            0.096438,            0.020187,           0.0046039,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.054672,           0.0043864,           0.0043864
                   4,            0.095305,            0.018261,           0.0022757,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.045769,           0.0051883,           0.0051883
                   5,            0.094792,            0.017119,           0.0015177,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.036737,           0.0058597,           0.0058597
                   6,             0.09377,            0.016512,           0.0015556,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.027573,           0.0064007,           0.0064007
                   7,            0.090718,            0.016421,           0.0012327,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.01828,           0.0068112,           0.0068112
                   8,            0.090604,            0.016429,          0.00091971,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0088556,           0.0070912,           0.0070912
                   9,            0.085692,            0.016675,           0.0010672,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066429,           0.0066429,           0.0066429
                  10,            0.083979,            0.016893,          0.00072532,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066429,           0.0066429,           0.0066429
                  11,            0.081143,            0.019759,          0.00075605,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060499,           0.0060499,           0.0060499
                  12,            0.080614,            0.017266,          0.00068487,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054569,           0.0054569,           0.0054569
                  13,            0.078206,            0.016532,          0.00067535,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048639,           0.0048639,           0.0048639
                  14,            0.074218,            0.016513,          0.00054845,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042709,           0.0042709,           0.0042709
                  15,            0.075716,            0.017912,          0.00061767,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036779,           0.0036779,           0.0036779
                  16,            0.072194,            0.018049,          0.00045714,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030849,           0.0030849,           0.0030849
                  17,            0.072772,             0.01687,          0.00041062,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0024918,           0.0024918,           0.0024918
                  18,             0.07002,            0.016369,          0.00036512,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0018988,           0.0018988,           0.0018988
                  19,            0.069874,            0.019342,          0.00030554,             0.42336,             0.26845,              0.2269,            0.079498,            0.067439,             0.01269,          0.00033888,           0.0013058,           0.0013058,           0.0013058
                   0,             0.12051,            0.026445,            0.045286,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.093628,            0.001252,            0.001252
                   1,             0.10857,            0.020299,            0.016022,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.083585,           0.0024991,           0.0024991
                   2,             0.10365,            0.018376,           0.0077371,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.073405,             0.00361,             0.00361
                   3,             0.10169,            0.017618,            0.003035,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.063089,           0.0045846,           0.0045846
                   4,            0.099359,            0.016601,           0.0011615,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.052637,            0.005423,            0.005423
                   5,             0.10092,            0.015251,           0.0010654,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.042049,            0.006125,            0.006125
                   6,            0.097984,            0.016769,           0.0011901,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.031324,           0.0066909,           0.0066909
                   7,            0.094452,              0.0159,           0.0010221,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.020464,           0.0071204,           0.0071204
                   8,            0.092511,            0.017839,          0.00079812,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0094665,           0.0074137,           0.0074137
                   9,            0.089543,            0.015323,          0.00095544,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069457,           0.0069457,           0.0069457
                  10,            0.088879,            0.017216,          0.00090147,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069457,           0.0069457,           0.0069457
                  11,            0.085212,             0.01779,          0.00068456,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063263,           0.0063263,           0.0063263
                  12,            0.083852,            0.016274,          0.00056405,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057069,           0.0057069,           0.0057069
                  13,            0.082204,            0.018605,          0.00083597,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050876,           0.0050876,           0.0050876
                  14,            0.079754,            0.016775,          0.00037372,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044682,           0.0044682,           0.0044682
                  15,            0.077526,            0.016779,          0.00051683,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038488,           0.0038488,           0.0038488
                  16,            0.078864,            0.017019,          0.00041894,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032294,           0.0032294,           0.0032294
                  17,            0.076598,            0.016606,          0.00039152,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0026101,           0.0026101,           0.0026101
                  18,            0.074321,            0.016947,          0.00035112,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0019907,           0.0019907,           0.0019907
                  19,             0.07473,            0.017753,          0.00025343,             0.39881,             0.24148,             0.21951,            0.086933,            0.069797,            0.012149,          0.00083793,           0.0013713,           0.0013713,           0.0013713
                   0,             0.12365,            0.032106,            0.048157,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.073266,            0.001257,            0.001257
                   1,             0.11241,            0.024113,            0.020112,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.065717,            0.002509,            0.002509
                   2,             0.10629,            0.021655,           0.0099338,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.058031,           0.0036242,           0.0036242
                   3,             0.10486,            0.020316,           0.0039113,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.050208,           0.0046024,           0.0046024
                   4,             0.10208,            0.018942,           0.0017288,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.042248,           0.0054438,           0.0054438
                   5,             0.10108,             0.01832,           0.0014652,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.034152,           0.0061483,           0.0061483
                   6,             0.10026,            0.018725,           0.0013406,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.025918,           0.0067159,           0.0067159
                   7,            0.095562,            0.017951,           0.0011592,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.017548,           0.0071466,           0.0071466
                   8,            0.094472,            0.019165,           0.0010848,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0090406,           0.0074404,           0.0074404
                   9,            0.092377,            0.016423,            0.001129,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069701,           0.0069701,           0.0069701
                  10,            0.090242,            0.018931,          0.00093225,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069701,           0.0069701,           0.0069701
                  11,            0.086384,            0.019753,          0.00090772,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063478,           0.0063478,           0.0063478
                  12,            0.083637,            0.018716,          0.00064643,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057256,           0.0057256,           0.0057256
                  13,            0.082258,             0.02124,          0.00062326,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051034,           0.0051034,           0.0051034
                  14,            0.080196,            0.019191,          0.00038555,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044812,           0.0044812,           0.0044812
                  15,             0.07723,            0.019101,          0.00035311,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003859,            0.003859,            0.003859
                  16,              0.0784,            0.019678,          0.00044689,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032368,           0.0032368,           0.0032368
                  17,            0.076925,            0.019004,          0.00035042,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0026146,           0.0026146,           0.0026146
                  18,            0.074923,            0.019118,          0.00038308,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0019923,           0.0019923,           0.0019923
                  19,            0.074415,            0.020362,           0.0002158,             0.54088,             0.27402,             0.27114,            0.086989,            0.069146,            0.014846,          0.00076325,           0.0013701,           0.0013701,           0.0013701
